ticker,name,start_time,end_time,weight,cum_weight
005930,삼성전자,08:30,09:00,0.0,0.0
005930,삼성전자,09:00,09:15,13.6598,13.6598
005930,삼성전자,09:15,09:30,8.2117,21.8715
005930,삼성전자,09:30,10:00,10.8763,32.7478
005930,삼성전자,10:00,10:30,9.2606,42.0084
005930,삼성전자,10:30,11:00,7.0965,49.1049
005930,삼성전자,11:00,11:30,6.1108,55.2157
005930,삼성전자,11:30,12:00,4.8987,60.1143
005930,삼성전자,12:00,12:30,4.6211,64.7354
005930,삼성전자,12:30,13:00,4.7818,69.5172
005930,삼성전자,13:00,13:30,5.209,74.7262
005930,삼성전자,13:30,14:00,5.3494,80.0756
005930,삼성전자,14:00,14:30,5.7928,85.8685
005930,삼성전자,14:30,15:00,6.6557,92.5242
005930,삼성전자,15:00,15:30,7.4758,100.0
000660,SK하이닉스,08:30,09:00,0.0,0.0
000660,SK하이닉스,09:00,09:15,14.4764,14.4764
000660,SK하이닉스,09:15,09:30,7.5407,22.0171
000660,SK하이닉스,09:30,10:00,11.3201,33.3372
000660,SK하이닉스,10:00,10:30,8.9512,42.2884
000660,SK하이닉스,10:30,11:00,6.9478,49.2363
000660,SK하이닉스,11:00,11:30,5.9078,55.1441
000660,SK하이닉스,11:30,12:00,4.5632,59.7073
000660,SK하이닉스,12:00,12:30,4.5619,64.2692
000660,SK하이닉스,12:30,13:00,4.6697,68.9389
000660,SK하이닉스,13:00,13:30,4.8991,73.8379
000660,SK하이닉스,13:30,14:00,5.3861,79.2241
000660,SK하이닉스,14:00,14:30,5.6869,84.911
000660,SK하이닉스,14:30,15:00,6.7293,91.6403
000660,SK하이닉스,15:00,15:30,8.3597,100.0
005380,현대차,08:30,09:00,0.0,0.0
005380,현대차,09:00,09:15,12.2505,12.2505
005380,현대차,09:15,09:30,8.7862,21.0367
005380,현대차,09:30,10:00,12.6312,33.6679
005380,현대차,10:00,10:30,9.055,42.7229
005380,현대차,10:30,11:00,6.9958,49.7187
005380,현대차,11:00,11:30,5.9158,55.6345
005380,현대차,11:30,12:00,4.8436,60.4781
005380,현대차,12:00,12:30,4.4589,64.937
005380,현대차,12:30,13:00,4.5013,69.4383
005380,현대차,13:00,13:30,5.679,75.1173
005380,현대차,13:30,14:00,5.7925,80.9098
005380,현대차,14:00,14:30,5.9076,86.8174
005380,현대차,14:30,15:00,6.2184,93.0358
005380,현대차,15:00,15:30,6.9642,100.0
373220,LG에너지솔루션,08:30,09:00,0.0,0.0
373220,LG에너지솔루션,09:00,09:15,10.236,10.236
373220,LG에너지솔루션,09:15,09:30,7.7196,17.9556
373220,LG에너지솔루션,09:30,10:00,10.8598,28.8154
373220,LG에너지솔루션,10:00,10:30,8.7951,37.6105
373220,LG에너지솔루션,10:30,11:00,7.2792,44.8896
373220,LG에너지솔루션,11:00,11:30,5.9522,50.8419
373220,LG에너지솔루션,11:30,12:00,4.7147,55.5566
373220,LG에너지솔루션,12:00,12:30,4.3783,59.9349
373220,LG에너지솔루션,12:30,13:00,4.6635,64.5984
373220,LG에너지솔루션,13:00,13:30,5.6247,70.2231
373220,LG에너지솔루션,13:30,14:00,5.9716,76.1947
373220,LG에너지솔루션,14:00,14:30,6.337,82.5317
373220,LG에너지솔루션,14:30,15:00,7.5336,90.0653
373220,LG에너지솔루션,15:00,15:30,9.9347,100.0
207940,삼성바이오로직스,08:30,09:00,0.0,0.0
207940,삼성바이오로직스,09:00,09:15,8.5148,8.5148
207940,삼성바이오로직스,09:15,09:30,7.2272,15.742
207940,삼성바이오로직스,09:30,10:00,11.2121,26.9541
207940,삼성바이오로직스,10:00,10:30,8.2666,35.2207
207940,삼성바이오로직스,10:30,11:00,6.721,41.9417
207940,삼성바이오로직스,11:00,11:30,6.5852,48.5269
207940,삼성바이오로직스,11:30,12:00,5.2036,53.7305
207940,삼성바이오로직스,12:00,12:30,4.9565,58.687
207940,삼성바이오로직스,12:30,13:00,5.1136,63.8006
207940,삼성바이오로직스,13:00,13:30,6.6107,70.4113
207940,삼성바이오로직스,13:30,14:00,6.8902,77.3015
207940,삼성바이오로직스,14:00,14:30,6.5965,83.8981
207940,삼성바이오로직스,14:30,15:00,7.7576,91.6557
207940,삼성바이오로직스,15:00,15:30,8.3443,100.0
402340,SK스퀘어,08:30,09:00,0.0,0.0
402340,SK스퀘어,09:00,09:15,9.7734,9.7734
402340,SK스퀘어,09:15,09:30,6.851,16.6243
402340,SK스퀘어,09:30,10:00,10.0556,26.68
402340,SK스퀘어,10:00,10:30,7.9243,34.6042
402340,SK스퀘어,10:30,11:00,6.9515,41.5557
402340,SK스퀘어,11:00,11:30,5.8888,47.4446
402340,SK스퀘어,11:30,12:00,5.0394,52.484
402340,SK스퀘어,12:00,12:30,5.0867,57.5707
402340,SK스퀘어,12:30,13:00,5.2354,62.8061
402340,SK스퀘어,13:00,13:30,6.3418,69.148
402340,SK스퀘어,13:30,14:00,6.5962,75.7442
402340,SK스퀘어,14:00,14:30,6.8422,82.5864
402340,SK스퀘어,14:30,15:00,8.3535,90.9399
402340,SK스퀘어,15:00,15:30,9.0601,100.0
012450,한화에어로스페이스,08:30,09:00,0.0,0.0
012450,한화에어로스페이스,09:00,09:15,11.5499,11.5499
012450,한화에어로스페이스,09:15,09:30,8.4626,20.0125
012450,한화에어로스페이스,09:30,10:00,10.5482,30.5607
012450,한화에어로스페이스,10:00,10:30,7.3475,37.9081
012450,한화에어로스페이스,10:30,11:00,6.0732,43.9813
012450,한화에어로스페이스,11:00,11:30,5.7935,49.7748
012450,한화에어로스페이스,11:30,12:00,4.9197,54.6945
012450,한화에어로스페이스,12:00,12:30,5.1004,59.7949
012450,한화에어로스페이스,12:30,13:00,5.2674,65.0623
012450,한화에어로스페이스,13:00,13:30,6.1095,71.1718
012450,한화에어로스페이스,13:30,14:00,6.7796,77.9514
012450,한화에어로스페이스,14:00,14:30,6.8004,84.7518
012450,한화에어로스페이스,14:30,15:00,7.0181,91.7699
012450,한화에어로스페이스,15:00,15:30,8.2301,100.0
034020,두산에너빌리티,08:30,09:00,0.0,0.0
034020,두산에너빌리티,09:00,09:15,13.3811,13.3811
034020,두산에너빌리티,09:15,09:30,9.997,23.3781
034020,두산에너빌리티,09:30,10:00,12.5989,35.9769
034020,두산에너빌리티,10:00,10:30,9.1167,45.0936
034020,두산에너빌리티,10:30,11:00,7.0923,52.1859
034020,두산에너빌리티,11:00,11:30,6.1461,58.332
034020,두산에너빌리티,11:30,12:00,4.7771,63.1091
034020,두산에너빌리티,12:00,12:30,3.8703,66.9794
034020,두산에너빌리티,12:30,13:00,4.6033,71.5827
034020,두산에너빌리티,13:00,13:30,5.8191,77.4018
034020,두산에너빌리티,13:30,14:00,5.3343,82.7361
034020,두산에너빌리티,14:00,14:30,5.4988,88.2349
034020,두산에너빌리티,14:30,15:00,5.7951,94.0301
034020,두산에너빌리티,15:00,15:30,5.9699,100.0
000270,기아,08:30,09:00,0.0,0.0
000270,기아,09:00,09:15,11.0192,11.0192
000270,기아,09:15,09:30,8.2826,19.3017
000270,기아,09:30,10:00,11.3,30.6017
000270,기아,10:00,10:30,8.6457,39.2474
000270,기아,10:30,11:00,7.2018,46.4493
000270,기아,11:00,11:30,6.0884,52.5377
000270,기아,11:30,12:00,4.8222,57.3599
000270,기아,12:00,12:30,4.552,61.9118
000270,기아,12:30,13:00,5.0437,66.9556
000270,기아,13:00,13:30,5.8383,72.7939
000270,기아,13:30,14:00,5.8511,78.645
000270,기아,14:00,14:30,6.7821,85.427
000270,기아,14:30,15:00,7.381,92.8081
000270,기아,15:00,15:30,7.1919,100.0
329180,HD현대중공업,08:30,09:00,0.0,0.0
329180,HD현대중공업,09:00,09:15,9.6175,9.6175
329180,HD현대중공업,09:15,09:30,7.4604,17.0779
329180,HD현대중공업,09:30,10:00,11.1625,28.2404
329180,HD현대중공업,10:00,10:30,8.6289,36.8693
329180,HD현대중공업,10:30,11:00,7.1914,44.0607
329180,HD현대중공업,11:00,11:30,5.8824,49.9431
329180,HD현대중공업,11:30,12:00,5.1055,55.0487
329180,HD현대중공업,12:00,12:30,4.7319,59.7806
329180,HD현대중공업,12:30,13:00,4.8336,64.6141
329180,HD현대중공업,13:00,13:30,5.9565,70.5707
329180,HD현대중공업,13:30,14:00,6.2569,76.8276
329180,HD현대중공업,14:00,14:30,6.6929,83.5205
329180,HD현대중공업,14:30,15:00,7.9047,91.4251
329180,HD현대중공업,15:00,15:30,8.5749,100.0
105560,KB금융,08:30,09:00,0.0,0.0
105560,KB금융,09:00,09:15,12.3071,12.3071
105560,KB금융,09:15,09:30,7.2686,19.5757
105560,KB금융,09:30,10:00,10.2826,29.8583
105560,KB금융,10:00,10:30,7.6645,37.5228
105560,KB금융,10:30,11:00,6.8042,44.327
105560,KB금융,11:00,11:30,5.7659,50.0929
105560,KB금융,11:30,12:00,5.2141,55.3069
105560,KB금융,12:00,12:30,5.095,60.4019
105560,KB금융,12:30,13:00,5.4,65.802
105560,KB금융,13:00,13:30,6.0273,71.8293
105560,KB금융,13:30,14:00,6.2961,78.1254
105560,KB금융,14:00,14:30,6.3988,84.5242
105560,KB금융,14:30,15:00,7.9867,92.5109
105560,KB금융,15:00,15:30,7.4891,100.0
028260,삼성물산,08:30,09:00,0.0,0.0
028260,삼성물산,09:00,09:15,8.9699,8.9699
028260,삼성물산,09:15,09:30,6.5196,15.4894
028260,삼성물산,09:30,10:00,9.7132,25.2026
028260,삼성물산,10:00,10:30,7.4104,32.613
028260,삼성물산,10:30,11:00,7.6742,40.2872
028260,삼성물산,11:00,11:30,6.1358,46.4229
028260,삼성물산,11:30,12:00,4.9729,51.3958
028260,삼성물산,12:00,12:30,4.5378,55.9336
028260,삼성물산,12:30,13:00,5.0385,60.9721
028260,삼성물산,13:00,13:30,6.3817,67.3538
028260,삼성물산,13:30,14:00,7.1131,74.4669
028260,삼성물산,14:00,14:30,7.2294,81.6963
028260,삼성물산,14:30,15:00,8.9874,90.6836
028260,삼성물산,15:00,15:30,9.3164,100.0
068270,셀트리온,08:30,09:00,0.0,0.0
068270,셀트리온,09:00,09:15,11.1348,11.1348
068270,셀트리온,09:15,09:30,8.6611,19.7958
068270,셀트리온,09:30,10:00,11.7891,31.585
068270,셀트리온,10:00,10:30,8.6912,40.2762
068270,셀트리온,10:30,11:00,7.362,47.6382
068270,셀트리온,11:00,11:30,6.7524,54.3906
068270,셀트리온,11:30,12:00,5.0147,59.4053
068270,셀트리온,12:00,12:30,4.5241,63.9293
068270,셀트리온,12:30,13:00,4.6201,68.5495
068270,셀트리온,13:00,13:30,5.477,74.0264
068270,셀트리온,13:30,14:00,5.6829,79.7093
068270,셀트리온,14:00,14:30,5.7438,85.4531
068270,셀트리온,14:30,15:00,6.5983,92.0514
068270,셀트리온,15:00,15:30,7.9486,100.0
042660,한화오션,08:30,09:00,0.0,0.0
042660,한화오션,09:00,09:15,11.3907,11.3907
042660,한화오션,09:15,09:30,10.114,21.5047
042660,한화오션,09:30,10:00,13.551,35.0557
042660,한화오션,10:00,10:30,9.598,44.6537
042660,한화오션,10:30,11:00,6.8258,51.4795
042660,한화오션,11:00,11:30,6.2799,57.7594
042660,한화오션,11:30,12:00,4.4977,62.2572
042660,한화오션,12:00,12:30,4.2197,66.4769
042660,한화오션,12:30,13:00,4.4066,70.8835
042660,한화오션,13:00,13:30,5.0079,75.8914
042660,한화오션,13:30,14:00,5.4769,81.3683
042660,한화오션,14:00,14:30,5.843,87.2113
042660,한화오션,14:30,15:00,5.9141,93.1254
042660,한화오션,15:00,15:30,6.8746,100.0
055550,신한지주,08:30,09:00,0.0,0.0
055550,신한지주,09:00,09:15,11.2302,11.2302
055550,신한지주,09:15,09:30,6.9022,18.1323
055550,신한지주,09:30,10:00,9.97,28.1024
055550,신한지주,10:00,10:30,8.3538,36.4562
055550,신한지주,10:30,11:00,6.5454,43.0016
055550,신한지주,11:00,11:30,5.6564,48.6579
055550,신한지주,11:30,12:00,4.8611,53.519
055550,신한지주,12:00,12:30,4.9595,58.4786
055550,신한지주,12:30,13:00,5.2537,63.7322
055550,신한지주,13:00,13:30,6.2856,70.0178
055550,신한지주,13:30,14:00,6.6505,76.6683
055550,신한지주,14:00,14:30,7.2081,83.8764
055550,신한지주,14:30,15:00,8.1852,92.0616
055550,신한지주,15:00,15:30,7.9384,100.0
035420,NAVER,08:30,09:00,0.0,0.0
035420,NAVER,09:00,09:15,11.1984,11.1984
