ticker,name,start_time,end_time,weight,cum_weight
035420,NAVER,09:15,09:30,8.4927,19.6911
035420,NAVER,09:30,10:00,11.8562,31.5473
035420,NAVER,10:00,10:30,8.893,40.4403
035420,NAVER,10:30,11:00,7.192,47.6322
035420,NAVER,11:00,11:30,6.2594,53.8916
035420,NAVER,11:30,12:00,4.6303,58.5219
035420,NAVER,12:00,12:30,4.4592,62.9811
035420,NAVER,12:30,13:00,4.9512,67.9324
035420,NAVER,13:00,13:30,5.9893,73.9217
035420,NAVER,13:30,14:00,5.8957,79.8174
035420,NAVER,14:00,14:30,5.8549,85.6723
035420,NAVER,14:30,15:00,6.4461,92.1184
035420,NAVER,15:00,15:30,7.8816,100.0
012330,현대모비스,08:30,09:00,0.0,0.0
012330,현대모비스,09:00,09:15,11.2811,11.2811
012330,현대모비스,09:15,09:30,9.5729,20.8539
012330,현대모비스,09:30,10:00,11.2427,32.0967
012330,현대모비스,10:00,10:30,8.6194,40.7161
012330,현대모비스,10:30,11:00,7.0274,47.7435
012330,현대모비스,11:00,11:30,6.021,53.7645
012330,현대모비스,11:30,12:00,5.0187,58.7832
012330,현대모비스,12:00,12:30,4.3248,63.108
012330,현대모비스,12:30,13:00,4.5755,67.6835
012330,현대모비스,13:00,13:30,5.7485,73.432
012330,현대모비스,13:30,14:00,5.7352,79.1672
012330,현대모비스,14:00,14:30,6.3818,85.549
012330,현대모비스,14:30,15:00,7.2554,92.8044
012330,현대모비스,15:00,15:30,7.1956,100.0
015760,한국전력,08:30,09:00,0.0,0.0
015760,한국전력,09:00,09:15,12.9943,12.9943
015760,한국전력,09:15,09:30,9.9295,22.9237
015760,한국전력,09:30,10:00,13.5645,36.4882
015760,한국전력,10:00,10:30,9.2765,45.7647
015760,한국전력,10:30,11:00,6.3478,52.1125
015760,한국전력,11:00,11:30,5.5936,57.706
015760,한국전력,11:30,12:00,4.6727,62.3787
015760,한국전력,12:00,12:30,4.4209,66.7996
015760,한국전력,12:30,13:00,4.7749,71.5745
015760,한국전력,13:00,13:30,5.4951,77.0696
015760,한국전력,13:30,14:00,5.1958,82.2654
015760,한국전력,14:00,14:30,5.5986,87.864
015760,한국전력,14:30,15:00,5.8054,93.6694
015760,한국전력,15:00,15:30,6.3306,100.0
032830,삼성생명,08:30,09:00,0.0,0.0
032830,삼성생명,09:00,09:15,8.1415,8.1415
032830,삼성생명,09:15,09:30,6.3105,14.452
032830,삼성생명,09:30,10:00,9.7387,24.1907
032830,삼성생명,10:00,10:30,7.5073,31.698
032830,삼성생명,10:30,11:00,6.4729,38.1709
032830,삼성생명,11:00,11:30,6.1769,44.3478
032830,삼성생명,11:30,12:00,5.5783,49.9261
032830,삼성생명,12:00,12:30,5.2647,55.1908
032830,삼성생명,12:30,13:00,5.429,60.6198
032830,삼성생명,13:00,13:30,7.1112,67.731
032830,삼성생명,13:30,14:00,6.5313,74.2623
032830,삼성생명,14:00,14:30,7.5973,81.8596
032830,삼성생명,14:30,15:00,8.6948,90.5543
032830,삼성생명,15:00,15:30,9.4457,100.0
010130,고려아연,08:30,09:00,0.0,0.0
010130,고려아연,09:00,09:15,9.7653,9.7653
010130,고려아연,09:15,09:30,8.2475,18.0129
010130,고려아연,09:30,10:00,12.5945,30.6074
010130,고려아연,10:00,10:30,9.4144,40.0218
010130,고려아연,10:30,11:00,6.711,46.7328
010130,고려아연,11:00,11:30,6.2386,52.9714
010130,고려아연,11:30,12:00,4.7187,57.69
010130,고려아연,12:00,12:30,4.7185,62.4085
010130,고려아연,12:30,13:00,4.921,67.3295
010130,고려아연,13:00,13:30,5.5463,72.8759
010130,고려아연,13:30,14:00,5.7472,78.623
010130,고려아연,14:00,14:30,6.7291,85.3522
010130,고려아연,14:30,15:00,7.0074,92.3596
010130,고려아연,15:00,15:30,7.6404,100.0
267260,HD현대일렉트릭,08:30,09:00,0.0,0.0
267260,HD현대일렉트릭,09:00,09:15,11.9344,11.9344
267260,HD현대일렉트릭,09:15,09:30,9.0125,20.9469
267260,HD현대일렉트릭,09:30,10:00,10.6343,31.5811
267260,HD현대일렉트릭,10:00,10:30,8.0901,39.6712
267260,HD현대일렉트릭,10:30,11:00,6.8504,46.5216
267260,HD현대일렉트릭,11:00,11:30,6.1438,52.6654
267260,HD현대일렉트릭,11:30,12:00,5.2809,57.9463
267260,HD현대일렉트릭,12:00,12:30,5.065,63.0113
267260,HD현대일렉트릭,12:30,13:00,4.9567,67.968
267260,HD현대일렉트릭,13:00,13:30,5.6943,73.6622
267260,HD현대일렉트릭,13:30,14:00,5.3931,79.0553
267260,HD현대일렉트릭,14:00,14:30,6.7065,85.7618
267260,HD현대일렉트릭,14:30,15:00,7.0353,92.7972
267260,HD현대일렉트릭,15:00,15:30,7.2028,100.0
006400,삼성SDI,08:30,09:00,0.0,0.0
006400,삼성SDI,09:00,09:15,12.4571,12.4571
006400,삼성SDI,09:15,09:30,9.7585,22.2156
006400,삼성SDI,09:30,10:00,12.6946,34.9102
006400,삼성SDI,10:00,10:30,9.4115,44.3218
006400,삼성SDI,10:30,11:00,6.7204,51.0421
006400,삼성SDI,11:00,11:30,5.726,56.7682
006400,삼성SDI,11:30,12:00,4.2358,61.004
006400,삼성SDI,12:00,12:30,3.865,64.869
006400,삼성SDI,12:30,13:00,4.104,68.973
006400,삼성SDI,13:00,13:30,5.1262,74.0992
006400,삼성SDI,13:30,14:00,5.5538,79.653
006400,삼성SDI,14:00,14:30,5.819,85.472
006400,삼성SDI,14:30,15:00,6.3618,91.8338
006400,삼성SDI,15:00,15:30,8.1662,100.0
086790,하나금융지주,08:30,09:00,0.0,0.0
086790,하나금융지주,09:00,09:15,9.1485,9.1485
086790,하나금융지주,09:15,09:30,6.2137,15.3622
086790,하나금융지주,09:30,10:00,9.7311,25.0933
086790,하나금융지주,10:00,10:30,7.6828,32.7761
086790,하나금융지주,10:30,11:00,6.9755,39.7516
086790,하나금융지주,11:00,11:30,6.0676,45.8191
086790,하나금융지주,11:30,12:00,5.4767,51.2959
086790,하나금융지주,12:00,12:30,5.3046,56.6005
086790,하나금융지주,12:30,13:00,5.8215,62.4219
086790,하나금융지주,13:00,13:30,6.8131,69.235
086790,하나금융지주,13:30,14:00,6.7978,76.0328
086790,하나금융지주,14:00,14:30,7.3049,83.3377
086790,하나금융지주,14:30,15:00,8.5115,91.8493
086790,하나금융지주,15:00,15:30,8.1507,100.0
009540,HD한국조선해양,08:30,09:00,0.0,0.0
009540,HD한국조선해양,09:00,09:15,10.5426,10.5426
009540,HD한국조선해양,09:15,09:30,7.0402,17.5828
009540,HD한국조선해양,09:30,10:00,10.7246,28.3075
009540,HD한국조선해양,10:00,10:30,8.22,36.5275
009540,HD한국조선해양,10:30,11:00,6.9736,43.5011
009540,HD한국조선해양,11:00,11:30,5.908,49.4091
009540,HD한국조선해양,11:30,12:00,5.0131,54.4221
009540,HD한국조선해양,12:00,12:30,4.8683,59.2905
009540,HD한국조선해양,12:30,13:00,4.9544,64.2449
009540,HD한국조선해양,13:00,13:30,6.0662,70.311
009540,HD한국조선해양,13:30,14:00,6.6066,76.9176
009540,HD한국조선해양,14:00,14:30,6.6763,83.594
009540,HD한국조선해양,14:30,15:00,7.7509,91.3449
009540,HD한국조선해양,15:00,15:30,8.6551,100.0
005490,POSCO홀딩스,08:30,09:00,0.0,0.0
005490,POSCO홀딩스,09:00,09:15,10.7407,10.7407
005490,POSCO홀딩스,09:15,09:30,9.1216,19.8623
005490,POSCO홀딩스,09:30,10:00,12.2712,32.1335
005490,POSCO홀딩스,10:00,10:30,9.2331,41.3666
005490,POSCO홀딩스,10:30,11:00,6.9761,48.3427
005490,POSCO홀딩스,11:00,11:30,5.8492,54.1919
005490,POSCO홀딩스,11:30,12:00,4.5737,58.7656
005490,POSCO홀딩스,12:00,12:30,4.1842,62.9498
005490,POSCO홀딩스,12:30,13:00,4.3775,67.3273
005490,POSCO홀딩스,13:00,13:30,5.4465,72.7738
005490,POSCO홀딩스,13:30,14:00,5.8998,78.6735
005490,POSCO홀딩스,14:00,14:30,5.6332,84.3067
005490,POSCO홀딩스,14:30,15:00,6.9502,91.2569
005490,POSCO홀딩스,15:00,15:30,8.7431,100.0
006800,미래에셋증권,08:30,09:00,0.0,0.0
006800,미래에셋증권,09:00,09:15,11.8398,11.8398
006800,미래에셋증권,09:15,09:30,8.9584,20.7982
006800,미래에셋증권,09:30,10:00,14.3038,35.102
006800,미래에셋증권,10:00,10:30,9.8577,44.9597
006800,미래에셋증권,10:30,11:00,6.8754,51.8351
006800,미래에셋증권,11:00,11:30,6.9989,58.8339
006800,미래에셋증권,11:30,12:00,4.7749,63.6088
006800,미래에셋증권,12:00,12:30,4.187,67.7959
006800,미래에셋증권,12:30,13:00,4.198,71.9939
006800,미래에셋증권,13:00,13:30,4.9281,76.922
006800,미래에셋증권,13:30,14:00,5.9566,82.8786
006800,미래에셋증권,14:00,14:30,5.2004,88.079
006800,미래에셋증권,14:30,15:00,5.8995,93.9786
006800,미래에셋증권,15:00,15:30,6.0214,100.0
035720,카카오,08:30,09:00,0.0,0.0
035720,카카오,09:00,09:15,11.4978,11.4978
035720,카카오,09:15,09:30,9.061,20.5587
035720,카카오,09:30,10:00,12.5567,33.1154
035720,카카오,10:00,10:30,8.3933,41.5086
035720,카카오,10:30,11:00,7.6908,49.1995
035720,카카오,11:00,11:30,6.4236,55.623
035720,카카오,11:30,12:00,5.4168,61.0399
035720,카카오,12:00,12:30,4.9231,65.963
035720,카카오,12:30,13:00,4.5346,70.4975
035720,카카오,13:00,13:30,5.5114,76.0089
035720,카카오,13:30,14:00,5.683,81.6919
035720,카카오,14:00,14:30,5.3002,86.9922
035720,카카오,14:30,15:00,6.2433,93.2355
035720,카카오,15:00,15:30,6.7645,100.0
010140,삼성중공업,08:30,09:00,0.0,0.0
010140,삼성중공업,09:00,09:15,10.2748,10.2748
010140,삼성중공업,09:15,09:30,8.9024,19.1772
010140,삼성중공업,09:30,10:00,12.2447,31.4219
010140,삼성중공업,10:00,10:30,8.7355,40.1573
010140,삼성중공업,10:30,11:00,7.1692,47.3265
010140,삼성중공업,11:00,11:30,6.3574,53.6839
010140,삼성중공업,11:30,12:00,4.9996,58.6835
010140,삼성중공업,12:00,12:30,4.5722,63.2557
010140,삼성중공업,12:30,13:00,4.8763,68.132
010140,삼성중공업,13:00,13:30,5.6112,73.7432
010140,삼성중공업,13:30,14:00,5.8613,79.6045
010140,삼성중공업,14:00,14:30,5.8921,85.4965
010140,삼성중공업,14:30,15:00,7.0128,92.5093
010140,삼성중공업,15:00,15:30,7.4907,100.0
064350,현대로템,08:30,09:00,0.0,0.0
064350,현대로템,09:00,09:15,10.3632,10.3632
064350,현대로템,09:15,09:30,8.8851,19.2484
064350,현대로템,09:30,10:00,11.7155,30.9638
064350,현대로템,10:00,10:30,8.2164,39.1802
064350,현대로템,10:30,11:00,6.7498,45.93
064350,현대로템,11:00,11:30,6.1769,52.1069
064350,현대로템,11:30,12:00,4.8927,56.9996
064350,현대로템,12:00,12:30,4.3858,61.3854
064350,현대로템,12:30,13:00,4.7416,66.127
064350,현대로템,13:00,13:30,5.4865,71.6134
064350,현대로템,13:30,14:00,6.4131,78.0265
064350,현대로템,14:00,14:30,7.0183,85.0448
064350,현대로템,14:30,15:00,7.3619,92.4068
064350,현대로템,15:00,15:30,7.5932,100.0
034730,SK,08:30,09:00,0.0,0.0
034730,SK,09:00,09:15,8.8804,8.8804
034730,SK,09:15,09:30,7.0568,15.9372
034730,SK,09:30,10:00,10.7,26.6372
034730,SK,10:00,10:30,7.7512,34.3884
034730,SK,10:30,11:00,7.2295,41.6179
034730,SK,11:00,11:30,6.5202,48.1381
034730,SK,11:30,12:00,4.7371,52.8752
034730,SK,12:00,12:30,5.3265,58.2017
034730,SK,12:30,13:00,5.4696,63.6713
034730,SK,13:00,13:30,6.7295,70.4008
034730,SK,13:30,14:00,6.8183,77.2191
034730,SK,14:00,14:30,7.2674,84.4865
034730,SK,14:30,15:00,7.7077,92.1943
034730,SK,15:00,15:30,7.8057,100.0
086520,에코프로,08:30,09:00,0.0,0.0
086520,에코프로,09:00,09:15,13.4733,13.4733
086520,에코프로,09:15,09:30,11.2417,24.7149
086520,에코프로,09:30,10:00,14.6947,39.4096
086520,에코프로,10:00,10:30,10.4775,49.8871
086520,에코프로,10:30,11:00,7.4173,57.3044
086520,에코프로,11:00,11:30,5.4883,62.7926
086520,에코프로,11:30,12:00,4.2297,67.0224
086520,에코프로,12:00,12:30,3.4476,70.47
086520,에코프로,12:30,13:00,3.663,74.1329
086520,에코프로,13:00,13:30,4.6399,78.7728
086520,에코프로,13:30,14:00,4.8333,83.6062
086520,에코프로,14:00,14:30,4.8788,88.485
086520,에코프로,14:30,15:00,4.9512,93.4362
086520,에코프로,15:00,15:30,6.5638,100.0
000810,삼성화재,08:30,09:00,0.0,0.0
000810,삼성화재,09:00,09:15,9.8324,9.8324
000810,삼성화재,09:15,09:30,6.3103,16.1427
000810,삼성화재,09:30,10:00,9.0983,25.2409
000810,삼성화재,10:00,10:30,7.9238,33.1648
000810,삼성화재,10:30,11:00,6.7127,39.8774
000810,삼성화재,11:00,11:30,5.8597,45.7371
000810,삼성화재,11:30,12:00,5.3035,51.0406
000810,삼성화재,12:00,12:30,5.335,56.3757
000810,삼성화재,12:30,13:00,5.5602,61.9358
000810,삼성화재,13:00,13:30,6.5609,68.4967
000810,삼성화재,13:30,14:00,6.6203,75.117
000810,삼성화재,14:00,14:30,6.9476,82.0646
000810,삼성화재,14:30,15:00,7.9631,90.0277
000810,삼성화재,15:00,15:30,9.9723,100.0
316140,우리금융지주,08:30,09:00,0.0,0.0
316140,우리금융지주,09:00,09:15,9.6467,9.6467
316140,우리금융지주,09:15,09:30,6.3387,15.9854
316140,우리금융지주,09:30,10:00,10.5742,26.5596
316140,우리금융지주,10:00,10:30,7.9537,34.5133
316140,우리금융지주,10:30,11:00,7.0905,41.6038
316140,우리금융지주,11:00,11:30,6.0223,47.6261
316140,우리금융지주,11:30,12:00,5.4236,53.0496
316140,우리금융지주,12:00,12:30,5.2603,58.31
316140,우리금융지주,12:30,13:00,5.4302,63.7402
316140,우리금융지주,13:00,13:30,6.0212,69.7614
316140,우리금융지주,13:30,14:00,5.9336,75.695
316140,우리금융지주,14:00,14:30,6.5157,82.2107
316140,우리금융지주,14:30,15:00,8.7204,90.9311
316140,우리금융지주,15:00,15:30,9.0689,100.0
272210,한화시스템,08:30,09:00,0.0,0.0
272210,한화시스템,09:00,09:15,12.4043,12.4043
272210,한화시스템,09:15,09:30,10.9757,23.38
272210,한화시스템,09:30,10:00,14.6182,37.9982
272210,한화시스템,10:00,10:30,9.5751,47.5732
272210,한화시스템,10:30,11:00,6.7055,54.2788
272210,한화시스템,11:00,11:30,5.4699,59.7487
272210,한화시스템,11:30,12:00,4.3636,64.1123
272210,한화시스템,12:00,12:30,4.0483,68.1606
272210,한화시스템,12:30,13:00,4.1174,72.278
272210,한화시스템,13:00,13:30,5.0495,77.3276
272210,한화시스템,13:30,14:00,5.1627,82.4903
272210,한화시스템,14:00,14:30,5.375,87.8653
272210,한화시스템,14:30,15:00,5.5632,93.4285
272210,한화시스템,15:00,15:30,6.5715,100.0
009150,삼성전기,08:30,09:00,0.0,0.0
009150,삼성전기,09:00,09:15,11.0979,11.0979
